181,La renaissance du Grand Palais,publish,Grand Palais,"En juin 1993, lors de l'exposition ""Design, miroir du siècle"" au Grand Palais, un rivet de la charpente métallique tomba sur une tabatière présentée par J. P Gautier. On mit alors des filets de protection sous la verrière mais le mauvais état du btiment obligea à  fermer la nef. D'impressionnants travaux de restauration commencèrent en 2001 et permirent la réouverture de la nef  en 2005.",www.grandpalais.fr,http://www.grandpalais.fr/fr/Le-monument/Histoire/Les-travaux-de-2001-a-2005/p-134-Sauver-le-Grand-Palais.htm,48.8661348,2.3137394
183,L'attentat de Barbès,publish,station Barbès-Rochechouart,"Le 21 août 1941 vers 9 heures, le résistant communiste Pierre Georges dit colonel Fabien abattit sur le quai de la station de métro Barbès un militaire allemand de la Kriegsmarine, Alfons Moser. Le régime riposta à  cet attentat et ceux qui suivirent, notamment à  Nantes en octobre, par l'exécution d'otages, essentiellement des résistants et des militants communistes, dont Guy Môcquet.",Wikipedia,http://fr.wikipedia.org/wiki/Pierre_Georges#cite_ref-ferro340-343_0-0,48.883737,2.350417
185,La butte vue du ciel,publish,place Paul Verlaine,"Le 21 novembre 1783, François Piltre de Rozier et le marquis d'Arlandes effectuèrent avec succès le premier vol humain à  bord d'un aérostat. La montgolfière était partie du jardin de la Muette, dans l'actuel XVIe arrondissement pour se poser une demi-heure plus tard sur la Butte-aux-Cailles, au niveau de l'actuelle place Paul Verlaine.",Wikipedia,http://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Pil%C3%A2tre_de_Rozier#Le_premier_vol_en_a.C3.A9rostat,48.8662566,2.25476760000004
187,La première exposition impressionniste,publish,35 boulevard des Capucines,"Le 15 avril 1874 au 35 boulevard des Capucines, dans l'ancien atelier du photographe Nadar s'ouvre, en marge du ""Salon Officiel"" de Paris, la première exposition des peintres bientôt dits ""impressionnistes"" avec des oeuvres de Renoir, Degas et Monet. Elle attire 3500 visiteurs et sera suivie de 8 autres expositions, jusqu'en 1886.",www.impressionniste.net,http://www.impressionniste.net/,48.8701476,2.3295026
189,Le palais du Luxembourg,publish,Palais du Luxembourg,"En avril 1615 débuta la construction du Palais du Luxembourg pour la reine Marie de Médicis qui appréciait peu la résidence du Louvre. Ce palais, tenant son nom de l'ancien propriétaire du terrain, François de Piney, duc de Luxembourg, fut achevé 10 ans plus tard.",Wikipedia,http://fr.wikipedia.org/wiki/Palais_du_Luxembourg,48.8491997,2.337413
191,La Seine fait des ravages,publish,Pont Marie,"En mars 1658, le pont Marie édifié au début du XVIIe siècle, bien que construit en pierres, fut détruit, avec les maisons qui le surmontaient, par une crue de la Seine. Ce fut la plus haute crue qu'ait connu le fleuve à  Paris jusqu'à  aujourd'hui.",Wikipedia,http://fr.wikipedia.org/wiki/Pont_Marie#cite_ref-1,48.853629,2.357222
193,"1, 2, 3... Eglise!",publish,église Saint-Pierre-du-Gros-Caillou,"En 1830 fut consacrée l'église Saint-Pierre du Gros-Caillou. C'est la 3e église qui se trouve là  : en 1737 les habitants du village du Gros-Caillou, alors sous juridiction spirituelle de St Sulpice, avaient obtenu de construire une chapelle, remplacée en 1763 par une seconde église, de Chalgrin, elle-même détruite sous la Révolution",P. Bourquin Cussenot,http://www.amazon.fr/gros-caillou-histoire-dun-quartier-paris/dp/B0000DSV2K,48.8595167,2.3052083
195,Paul Doumer assassiné,publish,Hôtel Salomon de Rothschild,"Le 6 mai 1932, lors de l'inauguration de la vente annuelle de l'Association des écrivains anciens combattants, Paul Doumer, président de la République depuis un an et ancien gouverneur de l'Indochine  fut blessé par balles par Paul Gorgoulov, un émigré russe anticommuniste déséquilibré qui l'accusait de collusion avec les communistes. Paul Doumer décèda le lendemain de ses blessures.",Wikipedia,http://fr.wikipedia.org/wiki/Paul_Doumer,48.8754125,2.3035827
197,Meurtrière nuit de St Clément,publish,rue Vieille-du-Temple,"Duc de Bourgogne depuis 1404, Jean sans Peur, était en conflit avec Louis d'Orléans, frère du roi. Mécontent d'être écarté des affaires et de le voir aider les Anglais au détriment de ses intérêts en Flandre, il fit assassiner Orléans la nuit du 23 novembre 1407, rue Vieille-du-Temple alors qu'Orléans revenait de chez la reine.",Mon Paris médiéval,http://monparismedieval.blogspot.com/search?updated-min=2011-01-01T00%3A00%3A00-08%3A00&updated-max=2012-01-01T00%3A00%3A00-08%3A00&max-results=1,48.8595524,2.3600654
199,Le Pont Marie,publish,Pont Marie,"Au début du XVIIe siècle, on construisit sur l'île Notre Dame (actuelle île Saint-Louis) . Il fallut donc  relier l'île aux rives par des ponts : ponts de la Tournelle, Saint Louis et... Marie. Construit entre 1614 et 1635 ce pont tient son nom de Christophe Marie, l'entrepreneur à  qui furent confiés ces projets, et qui reçut les terrains de l'ile à  lotir en échange de leur bon accomplissement.","Paris, d'un pont Ã  l'autre",http://blogpontsdeparis.blogspot.com/2011/01/nom-marie-prenom-christophe.html,48.853629,2.357222
201,La fête de l'Etre suprême,publish,Champ-de-Mars,"Voulant créer une religion officielle et révolutionnaire, la Convention et Robespierre promurent fêtes civiques et morales. Le 8 juin 1794 lors de la fête de l'Etre suprême-nouvelle divinité impersonnelle- dont la cérémonie fut réglée par David, un cortège traversa Paris jusqu'au ""Champ de la Réunion"". Là , une montagne  surmontée d'un arbre de la liberté avait été élevée pour l'occasion.",L'histoire par l'image,http://www.histoire-image.org/site/oeuvre/analyse.php?i=379,48.85568,2.2981049
204,Avenue d'Eylau,publish,avenue d'Eylau,"Haussmann prévoit l'ouverture de l'avenue du Prince Impérial allant de celle de l'Empereur (Président Wilson, Georges Mandel et Henri Martin) à  celle de l'Impératrice (Foch). La guerre de 70 stoppe les travaux. En 1884 ils reprennent mais sur une largeur réduite. Le nom d'Eylau est donné en 1885 lorsque l'ancienne avenue d'Eylau reçoit le nom de Victor Hugo.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/gp/product/2296098703/ref=pd_lpo_k2_dp_sr_1?pf_rd_p=471061593&pf_rd_s=lpo-top-stripe&pf_rd_t=201&pf_rd_i=2747579921&pf_rd_m=A1X6FK5RDHNB96&pf_rd_r=0Z7AKR05J8HZJZ5R5A9X,48.8638254649385,2.28577852249146
206,Des corridas à  Paris,publish,Gran Plaza de Toros,"Entre la rue Marbeau et la villa Saïd s'est élevée de 1889 à  1892 la Gran Plaza de Toros où se donnaient, deux fois par semaine, des corridas à  l'espagnol mais sans mise à  mort. Ce lieu fut aussi appelé Les Arènes de la rue Pergolèse, car un musée de la tauromachie était ouvert au 60 de cette rue. Depuis 1892 tout a été loti.",Auteuil et Passy : de l'Annexion à  la Grande Guerre,http://www.amazon.fr/gp/product/2296098703/ref=pd_lpo_k2_dp_sr_1?pf_rd_p=471061593&pf_rd_s=lpo-top-stripe&pf_rd_t=201&pf_rd_i=2747579921&pf_rd_m=A1X6FK5RDHNB96&pf_rd_r=0Z7AKR05J8HZJZ5R5A9X,48.8738608980772,2.28007078170776
217,La dernière borne kilométrique,publish,15 avenue du général Leclerc,"Au bord du trottoir devant l'hôpital Larochefoucauld, 15 avenue du général Leclerc, se trouve la dernière borne kilométrique de Paris ; un très vieux modèle. Elle signale que nous sommes sur l'ancienne route nationale 20, à  3 Km du parvis de Notre-Dame.",Parisrevolutionnaire.com,http://www.parisrevolutionnaire.com/spip.php?article40,48.8323352334454,2.33079940080643
232,Une fosse commune dans Paris,publish,97 rue de Monceau,"En mars 1794 la guillotine est installée place de la Révolution. Le cimetière de la Madeleine est plein, alors on enterre les exécutés plus loin, à  la barrière de Monceau, dans le terrain d'une institution pour handicapés : le cimetière des Errancis. Là  seront jetés dans une fosse commune Lavoisier, Danton, Desmoulins, Robespierre, Saint-Just, les hébertistes et 1119 autres personnes...",Wikipedia,http://fr.wikipedia.org/wiki/Cimeti%C3%A8re_des_errancis,48.8807299865577,2.31679022312164
236,Les établissements Cail de Chaillot,publish,rue Fresnel,"Entre les jardins du Trocadéro et le palais de Tokyo, fut installé en 1818 un atelier qui devint une importante usine. A partir de 1844, Jean-François Cail y fabrique des locomotives à  vapeur Crampton. Suite à  un incendie fin 1865, l'usine est transférée quai de Javel. Plus de 800 locomotives auront été montées dans ces usines Cail.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8638819287013,2.29431867599487
237,Le musée d'Auteuil ,draft,rue de Boulainvilliers,"En 1886, Paris  construisit dans l'espace entre les rues Gros, La Fontaine et Boulainvilliers un btiment pour y entreposer les oeuvres d'art acquises par la ville puis le transforma en musée. En 1976 ces oeuvres furent transférées à  Ivry-sur-Seine et le btiment détruit.",Auteuil et Passy : de l'Annexion Ã  la Grande guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8519101861476,2.27575778961182
238,Une collection en exil,publish,Musée Galliera,"En 1878 Maria de Brignole-Salle, veuve du duc de Galliera, offre à  la ville de Paris un terrain et un btiment pour recevoir sa collection d'oeuvres d'art. Outrée par la loi de 1886 contraignant à  l'exil les familles ayant régné sur la France, elle donne sa collection à  Gênes, sa ville natale. C'est donc un musée vide que reçoit Paris en 1894. C'est aujourd'hui le musée de la Mode et du Costume.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8653358486529,2.29667901992798
239,L'industriel épris d'Asie,publish,Musée Guimet,"Emile Etienne Guimet, riche industriel et globe trotteur, inaugure en 1889 le musée portant son nom pour accueillir ses collections d'objets d'art asiatiques ramenés de ses périples orientaux, auparavant exposés à  Lyon, sa ville d'origine. Paris offrit le terrain et prit en charge la moitié du coût de la construction, Guimet payant pour le reste.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8652088087879,2.29361057281494
240,La gendarmerie nationale ,draft,angle rue des Sablons et rue Saint-Didier,"En 1895, les Dominicains construisent une école à  l'angle des rues Saint-Didier et des Sablons, sur des plans d'Edouard Radet. La loi du 7 juillet 1904 supprimant l'enseignement congréganiste en France, l'école ferme ses portes. Le ministère chargé de l'aéronautique s'y installe puis laisse la place, en 1972, à  la direction générale de la Gendarmerie nationale. On parle de son départ en 2012.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.866450962517,2.28453397750854
241,Institution Sainte-Périne ,publish,rue Chardon-Lagache,"Créé en 1801, rue de Chaillot, dans l'ancien couvent de Sainte-Périne, cet hospice s'installe en 1865 à  Auteuil. Maxime du Camp écrit au sujet de Sainte-Périne : ""C'est le Louvre des hospices et l'on y reçoit l'aristocratie de la pauvreté"". Il fait aujourd'hui partie du groupe hospitalier Sainte-Périne, Rossini, Chardon-Lagache.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8450618528905,2.26796865463257
242,La fondation Chardon-Lagache ,publish,rue Chardon-Lagache,"En 1863, Alfred Chardon et sa femme Pauline Lagache donnent à  l'Assistance publique un terrain à  Auteuil et une somme considérable pour la fondation de la Maison de retraite Chardon-Lagache, qui fut inaugurée en 1867. Elle fait aujourd'hui partie du groupe hospitalier Sainte-Périne, Rossini, Chardon-Lagache.",Auteuil et Passy : de l'Annexion Ã  la grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.846120934718,2.27047920227051
243,La fondation Rossini ,publish,Rue Wilhem,"En 1877 la veuve du compositeur Rossini décida de fonder une maison de retraite pour les artistes chanteurs, italiens ou français, gés et infirmes. Le btiment fut inauguré en 1888 à  Auteuil à  côté de Sainte-Périne. La fondation fut agrandie en 1903 puis reconstruite en 1994. Elle fait aujourd'hui partie du groupe hospitalier Sainte-Périne, Rossini, Chardon-Lagache.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.8454713671864,2.27075815200806
244,Le jardin d'acclimatation ,publish,"Carrefour des Sablons, Bois de Boulogne","Inauguré par Napoléon III en 1860, ce jardin occupe une concession de 19 ha dans le bois de Boulogne. En 1866 il compte plus de 110.000 animaux et possède un aquarium de 14 bassins. La famine due au siège de Paris fin 1870 impose d'abattre tous les animaux pour nourrir les Parisiens. Le jardin ne s'en relèvera pas d'autant plus que le zoo de Vincennes est créé en 1931.",Auteuil et Passy : de l'Annexion Ã  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=sr_1_2?s=books&ie=UTF8&qid=1303387565&sr=1-2,48.877741854944,2.26852655410767
246,Fausse plaque commémorative ,publish,"11, rue d'Argentine","La plaque, apposée sur le mur du 11 rue d'Argentine, portant l'inscription : ""Karima Bentiffa, fonctionnaire, a vécu dans cet immeuble de 1984 à  1989"", est fausse. En effet la même plaque a été apposée en 2002 par un inconnu sur des immeubles rue Pérignon (VIIe), rue Saint-Sauveur (IIe) et rue de Belleville (XIXe). Quatre domiciles aux mêmes dates, cela fait beaucoup !",La Mémoire du XVIe arrondissement,http://www.amazon.fr/M%C3%A9moire-XVIe-Arrondissement-Inventaire-comm%C3%A9moratives/dp/2296125565/ref=sr_1_4?s=books&ie=UTF8&qid=1303387565&sr=1-4,48.8748346937317,2.28991985321045
247,La mairie du XVIe  arrondissement ,draft,"71, avenue Henri Martin","La mairie sise au 71 avenue Henri Martin est l'oeuvre d'Eugène Godeboeuf. Prévue dès 1860, elle fut construite de 1867 à  1877. Des problèmes dus aux carrières et aux événements de 1870-1871 ont retardé son achèvement. Le monument aux morts représentant le <em>Bouclier de la France</em>, de Paul Landowski, date de 1929, et le <em>Mémorial national des évadés</em>, de Maria-Zsuzsa de Faykod, de 1998.",La Mairie du XVIe arrondissement,http://www.amazon.fr/mairie-du-XVIe-arrondissement/dp/2296078788/ref=sr_1_3?s=books&ie=UTF8&qid=1303387565&sr=1-3,48.8636843052529,2.2766375541687
249,Fontaine du square Lamartine,publish,Square Lamartine,"Le puits artésien de Passy, achevé en 1861, servait essentiellement à  alimenter en eau les rivières et les lacs du bois de Boulogne. La fontaine du square Lamartine met les eaux du puits artésien à  la disposition du public où de nombreux Seiziémois y viennent chercher une eau très pure.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8653358486529,2.27537155151367
252,Le cimetière d'Auteuil,draft,rue Claude Lorrain,"Situé rue Claude Lorrain, il fut inauguré le 9 septembre 1800, en remplacement du cimetière qui était devant Notre-Dame d'Auteuil. Il fut agrandi en 1807 et en 1848. A partir de 1870 il est entièrement réservé aux familles possédant une concession perpétuelle.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.841347828965,2.2592568397522
254,Le cimetière de Passy,draft,rue du Commandant Schloesing,"Situé place du Trocadéro, il fut inauguré le 4 février 1802, en remplacement du cimetière qui était rue Lekain à  proximité de Notre-Dame de Grce de Passy. Il fut agrandi en 1809, 1828, 1836, 1847 et 1854. Il subit une légère réduction pour permettre l'ouverture de l'avenue Paul Doumer vers 1929.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8624138501648,2.28541374206543
255,Une radio branchée au gaz,publish,Place Clément Ader,"A l'emplacement actuel de la Maison de la Radio fut créée en 1838 une usine qui alimentait en gaz d'éclairage tout l'ouest de Paris. Elle céda la place en 1945 au stade André Rondenay, du nom d'un résistant, avant qu'y soit construit le btiment actuel dans les années 50 abritant successivement la RTF, l'ORTF puis Radio France.",Wikipedia,http://fr.wikipedia.org/wiki/Maison_de_Radio_France,48.8525031936208,2.27852582931519
257,Hippodrome de la plaine de Passy,publish,place Victor Hugo,"A l'emplacement de la rue Sontay se trouvait un hippodrome (et non un champ de courses) où se donnaient des spectacles équestres, des pantomimes et même des envols de ballons avec passagers. Construit en 1856 par Davioud, architecte du Palais du Trocadéro, il fut détruit en 1869 par un incendie. Cet emplacement fut utilisé pendant le siège de Paris fin 1870 pour le dépôt des boues et immondices.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8705018632671,2.28380441665649
261,L'élément cuivre,publish,"10 bis, avenue de Versailles","Léopold Oudry créa en 1854 une usine électrochimique pour recouvrir la fonte d'une couche de cuivre. Il a procédé au cuivrage des fontaines des Champs-Elysées, des candélabres de l'Etoile, des fontaines, des colonnes rostrales et des candélabres de la place de la Concorde. Il a produit 15.000 candélabres à  gaz pour éclairer Paris. L'usine, 10 bis avenue de Versailles, fut fermée en 1882.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8508794659688,2.27717399597168
264,Le télégraphe de Passy,publish,"23, rue Saint-Didier","Abraham Chappe fait construire en 1826 le télégraphe de Passy, nouveau relai sur la ligne de télégraphe optique Paris-Avranches, pour résoudre le problème de visibilité entre les postes du Mont Valérien et de la Concorde. Le poste relai de Passy ne servira pas longtemps : la ligne optique est fermée au profit du télégraphe électrique en 1852.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8660416198079,2.28685140609741
269,Les glacières du bois de Boulogne,publish,boulevard Lannes,"Jusqu'au XXe siècle on ne savait pas fabriquer de la glace. Pour alimenter Paris en glace, la ville a créé en 1858 d'immenses glacières à  l'emplacement des immeubles à  l'angle du boulevard Lannes, de la rue Dufrénoy et du boulevard Flandrin. 14.000 tonnes de glace étaient prélevées chaque hiver sur les lacs du bois de Boulogne. Ces glacières furent démolies en 1899.",Auteuil et Passy : de la Révolution Ã  l'Annexion,http://www.amazon.fr/Auteuil-Passy-R%C3%A9volution-%C3%A0-lannexion/dp/2747579921/ref=sr_1_5?s=books&ie=UTF8&qid=1303387565&sr=1-5,48.8661827728445,2.27165937423706
272,Le vrai jeu de paume ,publish,"74 ter, rue Lauriston","Chassés en 1907 du jeu de paume des Tuileries par la ville de Paris pour y installer une salle d'exposition, les paumiers (joueurs à  la paume) achètent un terrain et y construisent un immeuble comprenant deux salles de paume. En 1927, l'une d'entre elles fut aménagée pour recevoir les quatre premiers courts de squash de France. Aujourd'hui encore on y joue à  la paume comme au temps de Henri IV.",Histoire du jeu de paume de Paris 1908-2008,http://www.jdpsquash.com/,48.8681871029954,2.28846073150635
275,Place de Passy,publish,Place de Passy,"La maison à  l'angle de la place et du 67 rue de Passy est devenue, le 1er janvier 1836, la mairie du village de Passy. Lors de l'extension de Paris le 5 novembre 1859, elle prit le nom de Mairie du XVIe arrondissement. C'est seulement en 1877 que la mairie du XVIe fut inaugurée 71 avenue Henri Martin.",La Mairie du XVIe arrondissement,http://www.amazon.fr/mairie-du-XVIe-arrondissement/dp/2296078788/ref=sr_1_3?s=books&ie=UTF8&qid=1303387565&sr=1-3,48.8577693565771,2.27773189544678
276,Villa Mulhouse,publish,rue Parent de Rosan,"Créée de 1880 à  1895 par une société philanthropique, cette villa de 67 pavillons permit à  des ouvriers de devenir propriétaires de leur habitation moyennant une location vente sur 20 ans. Elle comprend trois passages : les villas Dietz-Monnin, Emile-Meyer et Cheysson, du nom des administrateurs.  La première villa ouvrière fut créée à  Mulhouse, d'où le nom Villa Mulhouse.",S.A. des habitations ouvrières de Passy-Auteuil  -  1901,#N/A,48.8407546893737,2.26131677627563
278,Le théâtre Rossini ,draft,"76, rue de la Tour","L'architecte Emile Mauran a construit en 1866 un thétre au 76 rue de la Tour, à  l'angle de la rue Cortambert. Le nom de Rossini a été choisi parce que ce compositeur habitait depuis 1857 au 2 avenue Ingres. Le thétre a fonctionné jusqu'en 1883. En 1890, il a été remplacé par l'immeuble actuel.",Auteuil et Passy : de l'Annexion à  la Grande Guerre,http://www.amazon.fr/Auteuil-Passy-lannexion-Grande-Guerre/dp/2296098703/ref=pd_sim_b_1,48.8611857129237,2.27968454360962
282,La trahison de Marmont,publish,Hôtel de Marmont,"Le 30 mars 1814 les coalisés encerclent Paris. Les troupes françaises résistent. Les parisiens sont prêts à  prendre les armes mais Joseph Bonaparte leur refuse par peur d'une insurrection. Marmont réunit dans son Hôtel, rue de Paradis, tous ceux qui veulent une capitulation : Talleyrand et les royalistes, les banquiers Laffitte et Perregaux... Ils livrent Paris, la royauté est rétablie.",Paris sous tension,http://www.amazon.fr/Paris-sous-tension-Eric-Hazan/dp/2358720208,48.8754803521389,2.34916180372238
285,Martiale fontaine,publish,129 rue Saint-Dominique,"La Fontaine de Mars fut construite en 1806 en face de l'entrée de l'hôpital militaire du Gros-Caillou. Ce qui explique ses décors, sculptés par P. N. Beauvalet, représentant Hygie, déesse de la Santé en train de soigner Mars, dieu de la Guerre. Si la fontaine n'a pas bougé, l'hôpital lui, fut démoli en 1899.",Wikipedia,http://fr.wikipedia.org/wiki/Fontaine_de_Mars,48.8585199,2.302556
289,"A cette heure, je suis roi Louis XIII",publish,Louvre,"Concini, favori de Marie de Médicis réussit une belle ascension politique jusqu'à  devenir maréchal de France. Ayant peu d'égard pour le jeune Louis XIII et voulant contrôler l'entourage de celui-ci, il fut la cible d'un ""coup d'état royal"" organisé par Louis : le 24 avril 1617, Vitry capitaine des gardes du roi, l'arrêta sous le portail Est du Louvre et l'abattit d'un coup de pistolet.",Dictionnaire du grand siècle,http://www.amazon.fr/Dictionnaire-Grand-Si%C3%A8cle-Fran%C3%A7ois-Bluche/dp/2213621446,48.861044,2.33542
292,Le mètre étalon,publish,36 rue de Vaugirard,Le mètre fut défini pour la première fois en 1791 par l'Académie des sciences. La France l'adopta en avril 1795 comme mesure de longueur officielle. L'année suivante la Convention fit placer dans Paris plusieurs mètres étalons gravés dans du marbres pour familiariser la population avec cette mesure. Le mètre étalon du 36 rue de Vaugirard en est un des exemples subsistants.,Wikipedia,http://fr.wikipedia.org/wiki/M%C3%A8tre,48.8493051,2.3354496
294,Les lions de la République,publish,Place de la République,"La fontaine aux Lions de Nubie faisant face à  la Grande halle de La Villette étant anciennement installée place du Chteau d'eau, l'actuelle place de la République.  a donné son nom à  la place du Chteau d'eau, l'actuelle place de la République. Installée en 1811, elle fut remplacée en 1867 par la fontaine des Lions, elle-même remplacée en 1880 par la statue actuellement en place.",Wikipedia,http://fr.wikipedia.org/wiki/Fontaine_du_Ch%C3%A2teau_d%27eau_%28Pierre-Simon_Girard%29,48.8676083961954,2.36405611038208
298,La dernière borne milliaire,publish,85 rue de Vaugirard,"Entre 1724 et 1728 le gouvernement du jeune Louis XV fait implanter sur les principales routes du royaume des bornes, non pas kilométriques mais milliaires, appelées ainsi bien qu'elles n'indiquent pas des milles mais des lieues. La dernière bornes subsistant à  Paris, rue de Vaugirard, marque la première demi-lieue (environ 2 Km) depuis le parvis de Notre-Dame.",Parisrevolutionnaire.com,http://www.parisrevolutionnaire.com/spip.php?article24,48.8459744297334,2.32345551252365
300,Quinze fois vingt qui font...,publish,Hospice des Quinze-Vingts,"L'hôpital des Quinze-Vingts fut fondé rue St Honoré vers 1254 par Louis IX pour accueillir 300 chevaliers revenus aveugles des croisades, et transféré à  son emplacement actuel, rue de Charenton en 1779. Mais pourquoi ""Quinze-vingts"" ? Parce-que 15 fois 20 font 300. Cela nous rappelle que jusqu'à  la Révolution nous comptions non pas en base 10 mais en base 12 et 20.",Parisrevolutionnaire.com,http://fr.wikipedia.org/wiki/Quinze-Vingt,48.8628655712243,2.33577489852905
302,"Pascal et le ""crève-tonneau""",publish,"Tour St Jacques, 39 rue de Rivoli","C'est par erreur que la statue de Blaise Pascal trône au pied de la tour St Jacques, vestige de l'église St Jacques de la Boucherie. Elle commémore les expériences sur la mécanique des fluides, dont celle du crève-tonneau. Mais les édiles se sont trompés de clocher. Pascal a fait en réalité ses expériences à  St Jacques du Haut-Pas, en haut de la rue St Jacques.",Parisrevolutionnaire.com,http://www.parisrevolutionnaire.com/spip.php?article22,48.8580764146699,2.3489311337471
303,Un clocher sous pression,publish,Saint Jacques du Haut Pas,"C'est du clocher de l'église St Jacques du Haut-Pas, vers 1630, et non pas de celui de St Jacques de la Boucherie - l'actuelle tour St Jacques - comme le voudrait la statue qui commémore l'évènement au pied de cette dernière, que Blaise Pascal, aurait fait ses expériences ""crève-tonneau"", illustrant un résultat de mécanique des fluides dit ""principe de Pascal"".",Parisrevolutionnaire.com,http://www.parisrevolutionnaire.com/spip.php?article23,48.8435296748741,2.34150409698486
313,Première photo d'un personnage,draft,Place de la République,"Place du Chteau d'Eau se trouvait le Diorama de Daguerre. En 1838 il prit de son atelier un daguerréotype du boulevard du Temple. À l'angle de celui-ci un personnage fait cirer ses chaussures. Le temps de pause nécessitait que le dujet reste immobile. Ce fut le cas pour le client, pas pour le cireur. Résultat : la 1ère photo d'un être humain. La scène se situerait aujourd'hui au milieu de la place.",Parisrevolutionnaire.com,http://www.parisrevolutionnaire.com/spip.php?article28,48.8672131779494,2.36444234848022
317,Un géant y perdit la tête,publish,Rue de la Tombe-Issoire,"La rue de la Tombe-Issoire prend son nom du géant Issoire, personnage de littérature médiévale, qui détroussait les voyageurs sur la route d'Orléans. Ce géant fut attrapé et tué par Guillaume d'Orange, qui, ne pouvant emporter le corps de ce géant trop encombrant, lui coupa la tête. Le corps restant fut enterré sur place.",Wikipedia,http://fr.wikipedia.org/wiki/Rue_de_la_Tombe-Issoire,48.8278045,2.3325473
327,Le cavalier de Napoléon,publish,Boulevard Murat,"Joachim Murat fut fait Maréchal le 19 mai 1804, lendemain de l'instauration du régime impérial. De toutes les campagnes napoléonnienne, excellent meneur d'hommes et un brillant cavalier, il mena ses escadrons à  l'assaut des troupes ennemies aux cours des  charges les plus folles, remportant des succès aussi incroyables que  décisifs.",Wikipedia,http://fr.wikipedia.org/wiki/Joachim_Murat,48.8447370633092,2.25726127624512
328,L'Italie en cadeau,publish,Boulevard Murat,"Murat, Maréchal d'Empire, et beau-frère de Naoléon Ier, devint Roi de Naples le 1er août 1808. Très apprécié des Italiens qui admirent le cavalier flamboyant, il ambitionne d'unifier l'Italie. Mais la chute de Napoléon et son soutien à  la Restauration lui font perdre son royaume. Lors d'une expédition de reconquête en septembre 1815, il est capturé à  son débarquement en Calabre puis exécuté.",Wikipedia,http://fr.wikipedia.org/wiki/Joachim_Murat,48.841135994203,2.2561240196228
